rx_id,hcp_id,product,month,trx,nrx
,37,ProductA,2025-09-01,54.0,9.0
3986.0,167,ProductA,2025-02-01,42.0,6.0
4198.0,175,ProductB,2025-10-01,45.0,9.0
454.0,19,ProductB,2025-10-01,7.0,0.0
3213.0,134,ProductB,,46.0,9.0
662.0,28,ProductB,2025-02-01,20.0,
4459.0,186,ProductB,2025-07-01,21.0,3.0
4319.0,180,ProductB,2025-11-01,77.0,7.0
4118.0,172,ProductB,2025-02-01,18.0,3.0
4746.0,198,ProductB,06/01/2025,,
1705.0,72,ProductA,01/01/2025,53.0,5.0
464.0,20,ProductA,08/01/2025,23.0,4.0
2304.0,96,ProductB,2025-12-01,0.0,0.0
830.0,35,ProductB,2025-02-01,32.0,5.0
2337.0,98,ProductA,2025-09-01,44.0,9.0
1204.0,51,ProductA,,36.0,6.0
4234.0,177,ProductA,2025-10-01,51.0,11.0
3282.0,137,ProductB,2025-06-01,24.0,2.0
,24,,2025-01-01,17.0,2.0
675.0,29,ProductA,2025-03-01,20.0,2.0
1933.0,81,ProductB,2025-01-01,23.0,4.0
3396.0,142,ProductA,2025-12-01,56.0,7.0
,33,ProductB,2025-03-01,29.0,3.0
375.0,16,ProductB,2025-03-01,16.0,2.0
558.0,24,ProductA,06/01/2025,20.0,2.0
2336.0,98,ProductA,2025-08-01,,9.0
2932.0,123,ProductA,2025-04-01,38.0,4.0
,94,ProductB,2025-02-01,29.0,4.0
2921.0,122,ProductB,2025-05-01,19.0,3.0
1703.0,71,ProductB,2025-11-01,67.0,16.0
2236.0,94,ProductA,2025-04-01,11.0,2.0
3351.0,140,ProductB,2025-03-01,9.0,2.0
1091.0,46,ProductA,2025-11-01,25.0,4.0
511.0,22,ProductA,2025-07-01,35.0,7.0
1164.0,49,ProductA,2025-12-01,41.0,7.0
1022.0,43,ProductB,2025-02-01,15.0,3.0
1484.0,62,ProductB,2025-08-01,,8.0
965.0,41,ProductA,2025-05-01,33.0,7.0
3949.0,165,ProductB,01/01/2025,24.0,3.0
2244.0,94,ProductA,2025-12-01,4.0,0.0
1310.0,55,ProductB,02/01/2025,54.0,11.0
1023.0,43,ProductB,2025-03-01,17.0,3.0
4275.0,179,ProductA,03/01/2025,27.0,4.0
3106.0,130,ProductA,2025-10-01,28.0,5.0
1519.0,64,ProductA,2025-07-01,8.0,1.0
4321.0,181,ProductA,2025-01-01,20.0,3.0
490.0,21,ProductA,2025-10-01,21.0,3.0
2617.0,110,ProductA,2025-01-01,22.0,2.0
1365.0,57,ProductB,2025-09-01,8.0,0.0
156.0,7,ProductA,2025-12-01,70.0,14.0
4561.0,191,ProductA,2025-01-01,17.0,2.0
2502.0,105,ProductA,2025-06-01,26.0,4.0
1693.0,71,ProductB,2025-01-01,24.0,2.0
1844.0,77,ProductB,2025-08-01,30.0,4.0
4221.0,176,,2025-09-01,43.0,6.0
,69,ProductB,2025-08-01,33.0,8.0
4599.0,192,ProductB,2025-03-01,51.0,7.0
2080.0,87,ProductB,2025-04-01,42.0,5.0
2908.0,122,ProductA,2025-04-01,9.0,
2029.0,85,ProductB,2025-01-01,10.0,1.0
4450.0,186,ProductA,,26.0,3.0
2979.0,125,ProductA,2025-03-01,49.0,8.0
2840.0,119,ProductA,2025-08-01,28.0,
,115,ProductA,2025-10-01,34.0,8.0
961.0,41,ProductA,2025-01-01,26.0,3.0
,173,ProductB,2025-07-01,39.0,7.0
2760.0,115,ProductB,12/01/2025,13.0,
1799.0,75,ProductB,2025-11-01,3.0,0.0
2189.0,92,ProductA,2025-05-01,,7.0
4397.0,184,ProductA,2025-05-01,52.0,8.0
689.0,29,ProductB,2025-05-01,11.0,2.0
4100.0,171,ProductB,2025-08-01,16.0,
1941.0,81,ProductB,2025-09-01,37.0,8.0
,127,ProductA,09/01/2025,20.0,4.0
4290.0,179,ProductB,2025-06-01,11.0,1.0
1004.0,42,ProductB,08/01/2025,30.0,4.0
653.0,28,ProductA,2025-05-01,29.0,3.0
2193.0,92,ProductA,2025-09-01,41.0,4.0
4197.0,175,ProductB,2025-09-01,39.0,
2332.0,98,ProductA,2025-04-01,31.0,4.0
420.0,18,ProductA,2025-12-01,38.0,8.0
3379.0,141,ProductB,2025-07-01,34.0,4.0
3522.0,147,ProductB,2025-06-01,14.0,3.0
988.0,42,ProductA,2025-04-01,30.0,
109.0,5,ProductB,2025-01-01,21.0,3.0
1938.0,81,ProductB,2025-06-01,27.0,
,17,ProductA,2025-11-01,3.0,0.0
3336.0,139,ProductB,2025-12-01,23.0,5.0
2173.0,91,ProductB,01/01/2025,26.0,3.0
299.0,13,ProductA,2025-11-01,72.0,10.0
998.0,42,ProductB,02/01/2025,22.0,4.0
4638.0,194,ProductA,2025-06-01,2.0,0.0
2812.0,118,ProductA,2025-04-01,12.0,2.0
149.0,7,ProductA,2025-05-01,24.0,3.0
2659.0,111,ProductB,2025-07-01,10.0,2.0
1788.0,75,,2025-12-01,5.0,1.0
2709.0,113,ProductB,2025-09-01,32.0,6.0
2113.0,89,,2025-01-01,16.0,2.0
2050.0,86,ProductA,10/01/2025,40.0,6.0
2593.0,109,ProductA,2025-01-01,31.0,6.0
,19,ProductA,2025-03-01,18.0,2.0
4666.0,195,ProductA,2025-10-01,52.0,12.0
1038.0,44,ProductA,2025-06-01,25.0,4.0
1555.0,65,ProductB,2025-07-01,44.0,6.0
2799.0,117,ProductB,2025-03-01,25.0,2.0
520.0,22,ProductB,2025-04-01,26.0,5.0
451.0,19,ProductB,2025-07-01,15.0,3.0
1202.0,51,ProductA,2025-02-01,26.0,3.0
,184,ProductB,2025-01-01,25.0,4.0
,198,ProductA,2025-02-01,26.0,5.0
1347.0,57,ProductA,2025-03-01,18.0,
900.0,38,ProductA,2025-12-01,11.0,1.0
2356.0,99,ProductA,2025-04-01,33.0,3.0
867.0,37,ProductA,2025-03-01,33.0,4.0
2069.0,87,,2025-05-01,34.0,5.0
,1,ProductB,2025-01-01,38.0,5.0
949.0,40,ProductB,2025-01-01,21.0,3.0
3684.0,154,ProductA,2025-12-01,37.0,5.0
2835.0,119,ProductA,2025-03-01,37.0,5.0
3369.0,141,ProductA,2025-09-01,22.0,2.0
2398.0,100,ProductB,2025-10-01,30.0,7.0
1220.0,51,ProductB,2025-08-01,34.0,3.0
4243.0,177,ProductB,2025-07-01,,6.0
3083.0,129,ProductA,2025-11-01,35.0,3.0
4610.0,193,ProductA,2025-02-01,29.0,6.0
2744.0,115,ProductA,08/01/2025,28.0,5.0
2662.0,111,ProductB,2025-10-01,18.0,3.0
2409.0,101,ProductA,2025-09-01,16.0,2.0
1675.0,70,ProductB,2025-07-01,,3.0
3184.0,133,ProductB,2025-04-01,20.0,2.0
2291.0,96,ProductA,2025-11-01,0.0,0.0
2175.0,91,ProductB,2025-03-01,35.0,5.0
1221.0,51,ProductB,2025-09-01,37.0,6.0
2529.0,106,ProductA,2025-09-01,59.0,8.0
4188.0,175,ProductA,2025-12-01,63.0,10.0
2915.0,122,ProductA,2025-11-01,2.0,0.0
1910.0,80,ProductB,2025-02-01,0.0,0.0
3816.0,159,ProductB,2025-12-01,7.0,0.0
4606.0,192,ProductB,10/01/2025,94.0,10.0
1329.0,56,ProductA,2025-09-01,83.0,8.0
442.0,19,ProductA,2025-10-01,28.0,5.0
2497.0,105,ProductA,01/01/2025,28.0,3.0
592.0,25,ProductB,04/01/2025,23.0,3.0
1172.0,49,ProductB,2025-08-01,13.0,2.0
1257.0,53,ProductA,2025-09-01,30.0,5.0
3401.0,142,ProductB,2025-05-01,27.0,4.0
4446.0,186,ProductA,2025-06-01,25.0,5.0
2057.0,86,ProductB,2025-05-01,38.0,6.0
3918.0,164,ProductA,2025-06-01,11.0,2.0
3457.0,145,ProductA,2025-01-01,,4.0
2311.0,97,ProductA,2025-07-01,33.0,4.0
982.0,41,ProductB,2025-10-01,57.0,11.0
4073.0,170,ProductB,05/01/2025,18.0,2.0
2631.0,110,ProductB,2025-03-01,21.0,
2160.0,90,ProductB,2025-12-01,25.0,6.0
,53,ProductA,10/01/2025,31.0,4.0
2307.0,97,ProductA,03/01/2025,38.0,7.0
857.0,36,ProductB,2025-05-01,19.0,4.0
,48,ProductB,2025-11-01,46.0,5.0
3178.0,133,ProductA,2025-10-01,25.0,5.0
4449.0,186,ProductA,2025-09-01,26.0,5.0
1186.0,50,ProductA,2025-10-01,4.0,0.0
1692.0,71,ProductA,2025-12-01,39.0,6.0
2110.0,88,ProductB,10/01/2025,61.0,8.0
1355.0,57,ProductA,,19.0,4.0
,26,ProductB,2025-10-01,27.0,3.0
3432.0,143,ProductB,2025-12-01,0.0,0.0
198.0,9,ProductA,06/01/2025,21.0,5.0
127.0,6,ProductA,2025-07-01,33.0,4.0
4597.0,192,ProductB,2025-01-01,44.0,
213.0,9,,2025-09-01,35.0,8.0
,74,ProductA,2025-12-01,70.0,9.0
3790.0,158,ProductB,2025-10-01,55.0,8.0
537.0,23,ProductA,2025-09-01,36.0,8.0
4658.0,195,ProductA,2025-02-01,23.0,3.0
716.0,30,ProductB,2025-08-01,13.0,3.0
2686.0,112,ProductB,2025-10-01,32.0,3.0
,68,ProductB,2025-06-01,46.0,8.0
1704.0,71,ProductB,2025-12-01,80.0,18.0
686.0,29,ProductB,2025-02-01,21.0,2.0
2999.0,125,ProductB,2025-11-01,81.0,19.0
4202.0,176,ProductA,2025-02-01,24.0,5.0
1335.0,56,ProductB,2025-03-01,45.0,9.0
4465.0,187,ProductA,2025-01-01,,4.0
2379.0,100,ProductA,2025-03-01,21.0,2.0
2618.0,110,ProductA,2025-02-01,,2.0
843.0,36,ProductA,2025-03-01,9.0,1.0
3342.0,140,ProductA,2025-06-01,,1.0
3823.0,160,,2025-07-01,31.0,5.0
2642.0,111,ProductA,2025-02-01,8.0,1.0
,131,ProductA,2025-11-01,0.0,0.0
274.0,12,ProductA,2025-10-01,22.0,3.0
3533.0,148,ProductA,2025-05-01,9.0,1.0
1881.0,79,ProductA,2025-09-01,28.0,3.0
2737.0,115,ProductA,2025-01-01,20.0,2.0
,4,ProductA,07/01/2025,62.0,8.0
,87,ProductB,2025-07-01,61.0,12.0
1002.0,42,ProductB,2025-06-01,32.0,3.0
3887.0,162,ProductB,2025-11-01,64.0,11.0
3801.0,159,ProductA,,11.0,
3930.0,164,ProductB,2025-06-01,12.0,1.0
777.0,33,ProductA,,68.0,13.0
4037.0,169,ProductA,2025-05-01,20.0,2.0
1434.0,60,ProductB,2025-06-01,66.0,6.0
1181.0,50,ProductA,2025-05-01,0.0,
4533.0,189,ProductB,2025-09-01,1.0,0.0
3729.0,156,ProductA,2025-09-01,37.0,
430.0,18,ProductB,2025-10-01,47.0,5.0
,102,ProductB,2025-02-01,12.0,2.0
2979.0,125,ProductA,2025-03-01,49.0,8.0
3377.0,141,ProductB,2025-05-01,33.0,5.0
2209.0,93,ProductA,2025-01-01,14.0,1.0
1218.0,51,ProductB,2025-06-01,,5.0
4162.0,174,ProductA,10/01/2025,39.0,6.0
1235.0,52,ProductA,2025-11-01,36.0,4.0
1035.0,44,ProductA,2025-03-01,11.0,1.0
903.0,38,ProductB,2025-03-01,0.0,0.0
2787.0,117,ProductA,2025-03-01,,6.0
1880.0,79,ProductA,08/01/2025,29.0,5.0
3463.0,145,ProductA,07/01/2025,26.0,5.0
4158.0,174,ProductA,2025-06-01,26.0,3.0
3550.0,148,ProductB,2025-10-01,8.0,1.0
4608.0,192,ProductB,2025-12-01,116.0,16.0
835.0,35,ProductB,07/01/2025,67.0,16.0
2729.0,114,ProductB,2025-05-01,95.0,21.0
2570.0,108,ProductA,2025-02-01,43.0,6.0
4777.0,200,ProductA,2025-01-01,16.0,1.0
4585.0,192,ProductA,2025-01-01,39.0,4.0
1086.0,46,ProductA,2025-06-01,19.0,2.0
2573.0,108,,05/01/2025,49.0,10.0
4222.0,176,ProductB,2025-10-01,48.0,
,170,ProductA,2025-08-01,23.0,4.0
4625.0,193,ProductB,05/01/2025,21.0,4.0
3254.0,136,ProductB,2025-02-01,50.0,12.0
246.0,11,ProductA,2025-06-01,26.0,5.0
1666.0,70,ProductA,2025-10-01,20.0,4.0
1304.0,55,ProductA,2025-08-01,,16.0
4662.0,195,ProductA,2025-06-01,43.0,6.0
4419.0,185,ProductA,2025-03-01,29.0,3.0
2107.0,88,ProductB,07/01/2025,47.0,5.0
4650.0,194,ProductB,2025-06-01,0.0,0.0
4451.0,186,ProductA,2025-11-01,27.0,4.0
4111.0,172,ProductA,2025-07-01,14.0,3.0
976.0,41,ProductB,2025-04-01,40.0,6.0
2520.0,105,ProductB,2025-12-01,31.0,4.0
459.0,20,ProductA,2025-03-01,18.0,2.0
1650.0,69,ProductB,2025-06-01,29.0,3.0
4780.0,200,ProductA,2025-04-01,20.0,3.0
2316.0,97,ProductA,2025-12-01,50.0,8.0
3985.0,167,ProductA,2025-01-01,37.0,8.0
43.0,2,ProductB,2025-07-01,43.0,6.0
4563.0,191,ProductA,03/01/2025,15.0,3.0
384.0,16,ProductB,12/01/2025,17.0,4.0
3235.0,135,ProductB,2025-07-01,26.0,3.0
4378.0,183,ProductA,2025-10-01,16.0,3.0
2720.0,114,ProductA,08/01/2025,170.0,29.0
986.0,42,ProductA,2025-02-01,28.0,6.0
385.0,17,ProductA,2025-01-01,12.0,1.0
1595.0,67,ProductA,2025-11-01,61.0,14.0
4114.0,172,ProductA,2025-10-01,19.0,2.0
4199.0,175,ProductB,,47.0,5.0
3085.0,129,ProductB,2025-01-01,19.0,2.0
3888.0,162,ProductB,2025-12-01,66.0,6.0
316.0,14,ProductA,04/01/2025,0.0,0.0
4377.0,183,ProductA,2025-09-01,18.0,2.0
4779.0,200,ProductA,2025-03-01,16.0,3.0
1686.0,71,ProductA,2025-06-01,29.0,5.0
,84,ProductA,2025-07-01,14.0,1.0
3670.0,153,ProductB,2025-10-01,19.0,2.0
1216.0,51,ProductB,2025-04-01,33.0,7.0
4530.0,189,ProductB,2025-06-01,7.0,1.0
4062.0,170,,2025-06-01,20.0,3.0
262.0,11,ProductB,2025-10-01,26.0,3.0
3782.0,158,ProductB,2025-02-01,41.0,9.0
3489.0,146,,2025-09-01,57.0,13.0
500.0,21,ProductB,2025-08-01,33.0,4.0
3343.0,140,ProductA,2025-07-01,12.0,2.0
,180,ProductB,2025-01-01,45.0,10.0
2555.0,107,ProductA,2025-11-01,119.0,17.0
311.0,13,ProductB,2025-11-01,35.0,6.0
3424.0,143,ProductB,2025-04-01,3.0,0.0
4076.0,170,ProductB,2025-08-01,14.0,1.0
2217.0,93,ProductA,2025-09-01,8.0,
3813.0,159,ProductB,2025-09-01,13.0,3.0
498.0,21,ProductB,2025-06-01,32.0,4.0
3609.0,151,ProductA,2025-09-01,24.0,3.0
,21,ProductB,2025-02-01,27.0,4.0
2468.0,103,ProductB,2025-08-01,28.0,5.0
1610.0,68,,2025-02-01,47.0,10.0
147.0,7,ProductA,2025-03-01,25.0,5.0
3846.0,161,ProductA,2025-06-01,31.0,3.0
1898.0,80,ProductA,2025-02-01,2.0,0.0
3979.0,166,ProductB,2025-07-01,28.0,3.0
167.0,7,,2025-11-01,63.0,9.0
3219.0,135,ProductA,2025-03-01,17.0,2.0
3441.0,144,ProductA,2025-09-01,33.0,6.0
754.0,32,ProductA,2025-10-01,96.0,17.0
2448.0,102,ProductB,2025-12-01,27.0,5.0
1311.0,55,ProductB,2025-03-01,55.0,6.0
2646.0,111,ProductA,2025-06-01,4.0,0.0
2562.0,107,ProductB,2025-06-01,108.0,26.0
2783.0,116,ProductB,2025-11-01,55.0,7.0
707.0,30,ProductA,2025-11-01,11.0,1.0
1009.0,43,ProductA,2025-01-01,17.0,4.0
3511.0,147,ProductA,2025-07-01,9.0,2.0
2396.0,100,ProductB,08/01/2025,29.0,5.0
146.0,7,ProductA,2025-02-01,24.0,4.0
3554.0,149,ProductA,,39.0,9.0
1596.0,67,ProductA,12/01/2025,61.0,12.0
2788.0,117,ProductA,2025-04-01,33.0,5.0
1648.0,69,ProductB,2025-04-01,29.0,5.0
2149.0,90,ProductB,2025-01-01,27.0,4.0
825.0,35,ProductA,2025-09-01,44.0,8.0
1298.0,55,ProductA,2025-02-01,41.0,7.0
414.0,18,ProductA,,25.0,5.0
3983.0,166,ProductB,2025-11-01,42.0,4.0
4711.0,197,ProductA,2025-07-01,38.0,4.0
846.0,36,ProductA,2025-06-01,14.0,2.0
2790.0,117,ProductA,06/01/2025,35.0,5.0
,114,ProductA,2025-03-01,80.0,
4670.0,195,ProductB,2025-02-01,36.0,7.0
2706.0,113,ProductB,,10.0,2.0
3981.0,166,ProductB,2025-09-01,32.0,4.0
1444.0,61,ProductA,2025-04-01,19.0,2.0
2211.0,93,ProductA,2025-03-01,12.0,1.0
1296.0,54,ProductB,2025-12-01,59.0,7.0
,78,ProductA,2025-12-01,52.0,6.0
1540.0,65,ProductA,2025-04-01,46.0,9.0
2210.0,93,ProductA,2025-02-01,11.0,2.0
481.0,21,ProductA,2025-01-01,24.0,3.0
4115.0,172,ProductA,2025-11-01,19.0,2.0
85.0,4,,2025-01-01,35.0,6.0
3520.0,147,ProductB,2025-04-01,16.0,2.0
440.0,19,,2025-08-01,,5.0
3015.0,126,ProductB,2025-03-01,50.0,8.0
2047.0,86,ProductA,2025-07-01,33.0,7.0
2661.0,111,ProductB,2025-09-01,13.0,2.0
3903.0,163,ProductB,2025-03-01,34.0,4.0
2785.0,117,ProductA,2025-01-01,25.0,5.0
,67,,08/01/2025,40.0,9.0
2373.0,99,ProductB,2025-09-01,70.0,14.0
728.0,31,ProductA,2025-08-01,17.0,2.0
2122.0,89,ProductA,,28.0,5.0
110.0,5,ProductB,2025-02-01,20.0,3.0
477.0,20,,2025-09-01,,0.0
8.0,1,ProductA,08/01/2025,79.0,12.0
3578.0,150,ProductA,2025-02-01,18.0,2.0
552.0,23,ProductB,2025-12-01,29.0,4.0
2520.0,105,ProductB,2025-12-01,31.0,4.0
4160.0,174,ProductA,2025-08-01,30.0,5.0
1989.0,83,ProductB,2025-09-01,62.0,9.0
161.0,7,ProductB,05/01/2025,29.0,3.0
3358.0,140,ProductB,2025-10-01,23.0,4.0
2765.0,116,,2025-05-01,27.0,3.0
651.0,28,ProductA,2025-03-01,20.0,4.0
,189,ProductA,2025-05-01,4.0,0.0
4187.0,175,ProductA,2025-11-01,52.0,6.0
3283.0,137,ProductB,07/01/2025,25.0,4.0
1399.0,59,ProductA,2025-07-01,35.0,7.0
1528.0,64,ProductB,2025-04-01,16.0,2.0
569.0,24,ProductB,05/01/2025,24.0,2.0
3849.0,161,ProductA,2025-09-01,41.0,8.0
625.0,27,,2025-01-01,15.0,3.0
3122.0,131,ProductA,2025-02-01,2.0,0.0
4416.0,184,ProductB,2025-12-01,100.0,22.0
3285.0,137,ProductB,2025-09-01,26.0,2.0
1060.0,45,ProductA,2025-04-01,5.0,0.0
2431.0,102,ProductA,2025-07-01,20.0,2.0
1874.0,79,ProductA,2025-02-01,16.0,1.0
3200.0,134,ProductA,2025-08-01,43.0,4.0
583.0,25,ProductA,2025-07-01,47.0,11.0
2257.0,95,ProductA,2025-01-01,15.0,1.0
3165.0,132,ProductB,2025-09-01,18.0,
2846.0,119,ProductB,2025-02-01,28.0,2.0
3435.0,144,ProductA,2025-03-01,,6.0
3103.0,130,ProductA,2025-07-01,21.0,3.0
3438.0,144,ProductA,2025-06-01,27.0,5.0
640.0,27,ProductB,2025-04-01,,0.0
1756.0,74,ProductA,2025-04-01,40.0,8.0
3937.0,165,ProductA,2025-01-01,29.0,5.0
1521.0,64,ProductA,2025-09-01,8.0,1.0
3723.0,156,ProductA,2025-03-01,12.0,1.0
4616.0,193,ProductA,2025-08-01,23.0,4.0
1433.0,60,ProductB,2025-05-01,66.0,12.0
3153.0,132,,2025-09-01,33.0,
1266.0,53,ProductB,2025-06-01,12.0,2.0
901.0,38,ProductB,2025-01-01,2.0,0.0
3259.0,136,ProductB,2025-07-01,82.0,13.0
3751.0,157,ProductA,2025-07-01,46.0,9.0
368.0,16,ProductA,2025-08-01,30.0,3.0
2768.0,116,ProductA,2025-08-01,27.0,5.0
,45,ProductA,2025-02-01,7.0,0.0
1254.0,53,,2025-06-01,21.0,4.0
748.0,32,ProductA,2025-04-01,53.0,11.0
3381.0,141,ProductB,2025-09-01,,4.0
4538.0,190,ProductA,2025-02-01,4.0,0.0
1249.0,53,ProductA,2025-01-01,18.0,2.0
4661.0,195,ProductA,2025-05-01,36.0,
1517.0,64,ProductA,2025-05-01,13.0,2.0
347.0,15,ProductA,2025-11-01,4.0,0.0
3316.0,139,ProductA,2025-04-01,49.0,8.0
1795.0,75,ProductB,2025-07-01,1.0,0.0
4117.0,172,ProductB,2025-01-01,13.0,1.0
927.0,39,ProductB,2025-03-01,16.0,3.0
2096.0,88,ProductA,2025-08-01,38.0,6.0
1669.0,70,ProductB,2025-01-01,13.0,1.0
3936.0,164,ProductB,2025-12-01,12.0,2.0
4230.0,177,ProductA,2025-06-01,39.0,6.0
270.0,12,ProductA,2025-06-01,20.0,3.0
3284.0,137,,2025-08-01,,5.0
